Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Total Transferred (bytes),CO2 (mg),Carbon Rating,Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Near Duplicate Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,Language,HTTP Version,Mobile Alternate Link,Closest Semantically Similar Address,Semantic Similarity Score,No. Semantically Similar,Semantic Relevance Score,URL Encoded Address,Crawl Timestamp
https://sevenroofing.com.au/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs Melbourne | Quality Roof Restoration | Seven Roofing,65,587,"At Seven Roofing, we offer expert Roof Repairs in and across Melbourne. Specializing in Roof Restoration, we offer durable, weather-resistant solutions. Get a free quote today!",176,1078,,0,Experienced Roofing Repairs and Restoration Specialists in Melbourne,68,Roof Restoration & Replacement Melbourne,40,Our Expert Services,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/,,,,,,130926,31385,31385,12.023,,662,126,5.254,70.641,Fairly Easy,3.501,0,0,,197,34,0,100,77,33,0,0,0,0,,,,,64ed611d4ac579aae787ad565d54a723,0.116,"Wed, 25 Feb 2026 21:31:44 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_nutech-213x80.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,2459,2459,2459,0.942,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.032,"Thu, 23 Nov 2023 06:01:21 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_nutech-213x80.png,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_colorbond-1-213x80.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1325,1325,1325,0.508,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.112,"Thu, 23 Nov 2023 06:00:54 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_colorbond-1-213x80.png,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/images/icon_call_dark.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,5,,0,0,0,0,0,0,0,0,0,0,,,,,,0.119,"Thu, 23 Nov 2023 05:56:24 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/images/icon_call_dark.svg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2022/01/roof-replacement.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,15098,15098,15098,5.784,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.136,"Thu, 23 Nov 2023 06:06:35 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2022/01/roof-replacement.jpg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_moneyback.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.125,"Thu, 23 Nov 2023 05:59:37 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_moneyback.svg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/bg_whychoose.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,38702,38702,38702,14.826,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.141,"Thu, 23 Nov 2023 05:59:02 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/bg_whychoose.jpg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_paymentplan.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.033,"Thu, 23 Nov 2023 06:01:37 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_paymentplan.svg,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/essendon/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Essendon | Roof & Gutter Replacement,63,587,"Ensure a durable roof with expert Roof Repairs in Essendon. We specialise in Roof Restoration, Leak Repair, Gutter & Roof Replacement. Contact Seven Roofing today!",163,1024,,0,Roof Repairs & Restoration – Essendon,37,Roofing Services Available In Essendon,38,Roof Restoration,16,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/essendon/,,,,,,134074,30683,30683,11.754,,613,126,4.865,68.856,Normal,3.219,1,2,,60,34,0,100,77,34,0,0,0,0,,,,,5480db16e093aa7c8009874a9a0d38fe,0.128,"Thu, 26 Feb 2026 00:48:48 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/essendon/,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/brunswick/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Brunswick | Roof & Gutter Replacement,64,592,"Experience superior roofing solutions with Seven Roofing. Our skilled team handles Roof Repairs, Roof Restoration, Roof Leak Repair, Roof & Gutter Replacement in Brunswick.",172,1077,,0,Roof Restoration & Replacement – Brunswick,42,Roofing Services Available In Brunswick,39,Roof Repairs and Painting,25,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/brunswick/,,,,,,137836,32777,32777,12.556,,858,145,5.917,73.337,Fairly Easy,4.167,1,2,,60,34,0,100,76,34,0,0,0,0,,,,,eb74e0197b33584fd838ee1ab7cf73b4,0.14,"Thu, 26 Feb 2026 00:24:28 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/brunswick/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/logo_hia.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.024,"Thu, 23 Nov 2023 06:00:40 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/logo_hia.svg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/themes/sevenroofing/assets/css/common-critical.css?ver=1770203543,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,9,,0,0,0,0,0,0,0,0,0,0,,,,,,0.102,"Wed, 04 Feb 2026 11:12:23 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/themes/sevenroofing/assets/css/common-critical.css?ver=1770203543,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_sourced.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.105,"Thu, 23 Nov 2023 05:59:37 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_sourced.svg,26/02/2026 14:37
https://sevenroofing.com.au/about/,text/html; charset=UTF-8,200,OK,Indexable,,About Roofing Repairs & Restoration Expert | Roof Guttering,59,530,"As HIA Members, the team at Seven Roofing is committed to enhancing your property through a range of roof & gutter services. Contact us for a free quote and fixed prices!",170,1057,,0,About,5,About Seven Roofing,19,Why Choose Seven Roofing?,25,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/about/,,,,,,102088,25563,25563,9.793,,221,40,5.525,73.37,Fairly Easy,1.955,1,1,,70,34,0,100,52,32,0,0,0,0,,,,,8b7015431eae641e2a0591e6d32b6940,0.141,"Wed, 25 Feb 2026 17:03:26 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/about/,26/02/2026 14:37
https://sevenroofing.com.au/services/roof-repairs/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Leak Repairs Melbourne | Fast & Reliable Leak Detection | Seven Roofing,76,690,"Stop water damage with expert Roof Leak Repairs in Melbourne. We provide fast, reliable leak detection & effective repairs, ensuring long-lasting protection. Contact us today!",175,1070,,0,Roof Leak Repairs – Melbourne,29,Melbourne’s Best Roofing Specialists,36,Why Choose Seven Roofing?,25,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/services/roof-repairs/,,,,,,111898,28180,28180,10.795,,447,71,6.296,66.069,Normal,3.075,1,2,,105,34,0,100,51,32,0,0,0,0,,,,,c33abf7bef61a65947e09d4d584f9914,0.129,"Wed, 25 Feb 2026 21:44:03 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/services/roof-repairs/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_fullyqualify.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.025,"Thu, 23 Nov 2023 05:59:28 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_fullyqualify.svg,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/moonee-ponds/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Moonee Ponds | Roof & Gutter Replacement,67,634,"Ensure a durable roof with expert Roof Repairs in Moonee Ponds. We specialise in Roof Restoration, Leak Repair, Gutter & Roof Replacement. Contact Seven Roofing today!",167,1056,,0,Roof Repairs & Restoration – Moonee Ponds,41,Roofing Services Available In Moonee Ponds,42,Roof Restoration,16,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/moonee-ponds/,,,,,,136313,31937,31937,12.234,,606,124,4.887,71.484,Fairly Easy,3.148,1,2,,60,34,0,100,77,34,0,0,0,0,,,,,5f3f7992eba5b0c7ca20790849b2edb8,0.036,"Thu, 26 Feb 2026 00:31:35 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/moonee-ponds/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/logo.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,2144,2144,2144,0.821,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.029,"Thu, 23 Nov 2023 06:01:49 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/logo.png,26/02/2026 14:37
https://sevenroofing.com.au/services/,text/html; charset=UTF-8,200,OK,Indexable,,"Roof Replacement, Restoration, Repairs and Guttering | Seven Roofing",68,622,"All your roofing services are covered with Seven Roofing. We offer roof repairs, roof restoration, roof replacement and roof guttering solutions. Get a free quote.",163,980,,0,Services,8,Roof Restorations,17,Roof Repairs,12,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/services/,,,,,,99944,24424,24424,9.356,,26,9,2.889,100,Very Easy,0.797,1,1,,70,34,0,100,52,32,0,0,0,0,,,,,a4e800a06267ee804544db4d2b358d56,0.14,"Wed, 25 Feb 2026 17:04:26 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/services/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_fixedupfront-1.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.033,"Thu, 23 Nov 2023 05:58:44 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_fixedupfront-1.svg,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/greenvale/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Greenvale | Roof & Gutter Replacement,64,592,"Seven Roofing specialises in comprehensive Roof services, including Roof Repairs, Roof Restoration, Roof Leak Repair, Roof & Gutter Replacement in Greenvale. Get in touch!",171,1065,,0,Roof Repairs and Restoration Services – Greenvale,49,Roofing Services Available In Greenvale,39,How We Work,11,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/greenvale/,,,,,,135039,31909,31909,12.224,,614,130,4.723,72.937,Fairly Easy,3.172,1,2,,60,34,0,100,77,34,0,0,0,0,,,,,e068bc2091da4148a4de33a47bd6aae9,0.041,"Wed, 25 Feb 2026 17:09:14 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/greenvale/,26/02/2026 14:37
https://sevenroofing.com.au/services/roof-restorations/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Restorations Services | Roofing Contractor | Seven Roofing,63,566,Get all the benefits of a new roof without having to do a full replacement! Seven Roofing offers comprehensive roof restorations to transform your roof. Get a free quote.,170,1037,,0,Roof Restorations,17,Why Choose Seven Roofing?,25,Brands,6,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/services/roof-restorations/,,,,,,109809,28047,28047,10.744,,260,46,5.652,71.595,Fairly Easy,2.014,1,2,,99,34,0,100,49,32,0,0,0,0,,,,,b66e6015e2cbf8272b230354a77d4b84,0.152,"Wed, 25 Feb 2026 17:07:13 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/services/roof-restorations/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/css/dev.css?ver=6.9.1,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,5,,0,0,0,0,0,0,0,0,0,0,,,,,,0.126,"Thu, 23 Nov 2023 05:56:24 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/css/dev.css?ver=6.9.1,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_hia.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.027,"Thu, 23 Nov 2023 05:58:29 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_hia.svg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_starpoint-213x80.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1020,1020,1020,0.391,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.025,"Thu, 23 Nov 2023 05:57:49 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/brand_starpoint-213x80.png,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/gallery_before_01.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,35171,35171,35171,13.473,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.138,"Thu, 23 Nov 2023 06:01:07 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/gallery_before_01.jpg,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=1770203543,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,9,,0,0,0,0,0,0,0,0,0,0,,,,,,0.106,"Wed, 04 Feb 2026 11:12:23 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=1770203543,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/bundoora/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Bundoora | Roof & Gutter Replacement,63,586,"Seven Roofing specialises in comprehensive Roof services, including Roof Repairs, Restoration, Leak Repairs, Roof & Gutter Replacement in Bundoora. Get in touch today!",167,1045,,0,Bundoora – Roof Repairs and Restoration Services,48,Roofing Services Available In Bundoora,38,Comprehensive Roof Renovations and Repairs,42,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/bundoora/,,,,,,134433,31080,31080,11.906,,595,123,4.837,78.793,Fairly Easy,3.004,1,2,,60,34,0,100,76,34,0,0,0,0,,,,,c034c3649e4ea4f3b782fafa57631558,0.135,"Wed, 25 Feb 2026 20:36:32 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/bundoora/,26/02/2026 14:37
https://sevenroofing.com.au/testimonials/,text/html; charset=UTF-8,200,OK,Indexable,,Customer Reviews and Testimonials | Seven Roofing,49,469,Want to learn more about our roof and gutter services? There's no-one better to ask than our customers! Explore our customer reviews and get to know Seven Roofing.,163,1026,,0,Customer Reviews & Testimonials,31,Client Reviews,14,,0,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/testimonials/,,,,,,99367,25470,25470,9.757,,184,33,5.576,95.885,Very Easy,1.648,1,1,,36,34,0,100,48,32,0,0,0,0,,,,,d11ec8ebb6fde55c4af26aab3512b49c,0.136,"Thu, 26 Feb 2026 00:31:35 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/testimonials/,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/st-albans/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration St Albans | Roof & Gutter Replacement,64,586,"Extend your roof’s lifespan with expert Roof Repairs in St Albans. From Roof Restoration to Roof Leak Repair, Gutter & Roof Replacement, we ensure weatherproof, durable solutions.",179,1119,,0,Roof Repairs and Restoration Services in St Albans,50,Roofing Services Available In St Albans,39,Why Work with Seven Roofing?,28,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/st-albans/,,,,,,135290,31919,31919,12.228,,617,126,4.897,74.896,Fairly Easy,3.141,1,2,,60,34,0,100,77,34,0,0,0,0,,,,,45edac63fdaf0586180574f703d2faa4,0.041,"Thu, 26 Feb 2026 00:39:14 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/st-albans/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/images/icon_plane_light.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,5,,0,0,0,0,0,0,0,0,0,0,,,,,,0.11,"Thu, 23 Nov 2023 05:56:24 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/themes/sevenroofing/assets/images/icon_plane_light.svg,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/,text/html; charset=UTF-8,200,OK,Indexable,,Areas We Serve - Roof Repairs & Restoration | Seven Roofing,59,539,"Seven Roofing offers roof restorations & repairs in Brunswick, Epping, Preston, Coburg, Reservoir, Thomastown, Campbellfield, Heidelberg, Thornbury, Bundoora. Call Us.",167,1040,,0,Areas We Serve,14,Roofing Services Near You,25,Client Reviews,14,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/,,,,,,110256,27225,27225,10.429,,148,46,3.217,83.529,Easy,1.351,1,1,,70,34,0,100,71,34,0,0,0,0,,,,,771e8fc9d37663cd68a6a94a6878f753,0.592,"Thu, 26 Feb 2026 03:37:36 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/,26/02/2026 14:37
https://sevenroofing.com.au/areas-we-serve/thornbury/,text/html; charset=UTF-8,200,OK,Indexable,,Roof Repairs & Restoration Thornbury | Roof & Gutter Replacement,64,591,"Protect your home with expert Roof Repairs in Thornbury. We specialise in Roof Restoration, Roof Leak Repair, Gutter & Roof Replacement for lasting durability. Call us!",168,1030,,0,Roof Repairs and Restorations in Thornbury,42,Roofing Services Available In Thornbury,39,Roof Renovations and Repair Services:,37,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://sevenroofing.com.au/areas-we-serve/thornbury/,,,,,,135914,31380,31380,12.021,,666,132,5.045,73.671,Fairly Easy,3.351,1,2,,60,34,0,100,76,34,0,0,0,0,,,,,a638a352156924885f8326cb63aa86ff,0.037,"Wed, 25 Feb 2026 17:12:09 GMT",,,,en-AU,1.1,,,,,,https://sevenroofing.com.au/areas-we-serve/thornbury/,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/themes/sevenroofing/assets/css/home.css?ver=1770203543,text/css,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,9,,0,0,0,0,0,0,0,0,0,0,,,,,,0.031,"Wed, 04 Feb 2026 11:12:23 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/cache/min/1/wp-content/themes/sevenroofing/assets/css/home.css?ver=1770203543,26/02/2026 14:37
https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_moneyback-1.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,0,,0,,,,,0,1,4,,0,0,0,0,0,0,0,0,0,0,,,,,,0.116,"Thu, 23 Nov 2023 06:00:51 GMT",,,,,1.1,,,,,,https://sevenroofing.com.au/wp-content/uploads/2021/04/icon_moneyback-1.svg,26/02/2026 14:37
